 actorId |  firstName  |   lastName   
    256 | Drop Waterfront         | A Fanciful Documentary of a Husband And a Explorer who must Reach a Madman in Ancient China                                        |    178
    263 | Durham Panky            | A Brilliant Panorama of a Girl And a Boy who must Face a Mad Scientist in An Abandoned Mine Shaft                                  |    154
    269 | Earring Instinct        | A Stunning Character Study of a Dentist And a Mad Cow who must Find a Teacher in Nigeria                                           |     98
    287 | Entrapment Satisfaction | A Thoughtful Panorama of a Hunter And a Teacher who must Reach a Mad Cow in A U-Boat                                               |    176
    288 | Escape Metropolis       | A Taut Yarn of a Astronaut And a Technical Writer who must Outgun a Boat in New Orleans                                            |    167
    296 | Express Lonely          | A Boring Drama of a Astronaut And a Boat who must Face a Boat in California                                                        |    178
    301 | Family Sweet            | A Epic Documentary of a Teacher And a Boy who must Escape a Woman in Berlin                                                        |    155
    309 | Feud Frogmen            | A Brilliant Reflection of a Database Administrator And a Mad Cow who must Chase a Woman in The Canadian Rockies                    |     98
    310 | Fever Empire            | A Insightful Panorama of a Cat And a Boat who must Defeat a Boat in The Gulf of Mexico                                             |    158
    312 | Fiddler Lost            | A Boring Tale of a Squirrel And a Dog who must Challenge a Madman in The Gulf of Mexico                                            |     75
    314 | Fight Jawbreaker        | A Intrepid Panorama of a Womanizer And a Girl who must Escape a Girl in A Manhattan Penthouse                                      |     91
    315 | Finding Anaconda        | A Fateful Tale of a Database Administrator And a Girl who must Battle a Squirrel in New Orleans                                    |    156
    316 | Fire Wolves             | A Intrepid Documentary of a Frisbee And a Dog who must Outrace a Lumberjack in Nigeria                                             |    173
    319 | Fish Opus               | A Touching Display of a Feminist And a Girl who must Confront a Astronaut in Australia                                             |    125
    323 | Flight Lies             | A Stunning Character Study of a Crocodile And a Pioneer who must Pursue a Teacher in New Orleans                                   |    179
    329 | Forrest Sons            | A Thrilling Documentary of a Forensic Psychologist And a Butler who must Defeat a Explorer in A Jet Boat                           |     63
    333 | Freaky Pocus            | A Fast-Paced Documentary of a Pastry Chef And a Crocodile who must Chase a Squirrel in The Gulf of Mexico                          |    126
    337 | Frida Slipper           | A Fateful Story of a Lumberjack And a Car who must Escape a Boat in An Abandoned Mine Shaft                                        |     73
    339 | Frogmen Breaking        | A Unbelieveable Yarn of a Mad Scientist And a Cat who must Chase a Lumberjack in Australia                                         |    111
    342 | Fugitive Maguire        | A Taut Epistle of a Feminist And a Sumo Wrestler who must Battle a Crocodile in Australia                                          |     83
    346 | Galaxy Sweethearts      | A Emotional Reflection of a Womanizer And a Pioneer who must Face a Squirrel in Berlin                                             |    128
    355 | Ghostbusters Elf        | A Thoughtful Epistle of a Dog And a Feminist who must Chase a Composer in Berlin                                                   |    101
    356 | Giant Troopers          | A Fateful Display of a Feminist And a Monkey who must Vanquish a Monkey in The Canadian Rockies                                    |    102
    358 | Gilmore Boiled          | A Unbelieveable Documentary of a Boat And a Husband who must Succumb a Student in A U-Boat                                         |    163
    363 | Go Purple               | A Fast-Paced Display of a Car And a Database Administrator who must Battle a Woman in A Baloon                                     |     54
    365 | Gold River              | A Taut Documentary of a Database Administrator And a Waitress who must Reach a Mad Scientist in A Baloon Factory                   |    154
    367 | Goldmine Tycoon         | A Brilliant Epistle of a Composer And a Frisbee who must Conquer a Husband in The Outback                                          |    153
    368 | Gone Trouble            | A Insightful Character Study of a Mad Cow And a Forensic Psychologist who must Conquer a A Shark in A Manhattan Penthouse          |     84
    370 | Gorgeous Bingo          | A Action-Packed Display of a Sumo Wrestler And a Car who must Overcome a Waitress in A Baloon Factory                              |    108
    372 | Graceland Dynamite      | A Taut Display of a Cat And a Girl who must Overcome a Database Administrator in New Orleans                                       |    140
    379 | Greedy Roots            | A Amazing Reflection of a A Shark And a Butler who must Chase a Hunter in The Canadian Rockies                                     |    166
    381 | Grinch Massage          | A Intrepid Display of a Madman And a Feminist who must Pursue a Pioneer in The First Manned Space Station                          |    150
    390 | Guys Falcon             | A Boring Story of a Woman And a Feminist who must Redeem a Squirrel in A U-Boat                                                    |     84
    394 | Hamlet Wisdom           | A Touching Reflection of a Man And a Man who must Sink a Robot in The Outback                                                      |    146
    395 | Handicap Boondock       | A Beautiful Display of a Pioneer And a Squirrel who must Vanquish a Sumo Wrestler in Soviet Georgia                                |    108
    400 | Hardly Robbers          | A Emotional Character Study of a Hunter And a Car who must Kill a Woman in Berlin                                                  |     72
    406 | Haunting Pianist        | A Fast-Paced Story of a Database Administrator And a Composer who must Defeat a Squirrel in An Abandoned Amusement Park            |    181
    408 | Head Stranger           | A Thoughtful Saga of a Hunter And a Crocodile who must Confront a Dog in The Gulf of Mexico                                        |     69
    415 | High Encino             | A Fateful Saga of a Waitress And a Hunter who must Outrace a Sumo Wrestler in Australia                                            |     84
    416 | Highball Potter         | A Action-Packed Saga of a Husband And a Dog who must Redeem a Database Administrator in The Sahara Desert                          |    110
    424 | Holocaust Highball      | A Awe-Inspiring Yarn of a Composer And a Man who must Find a Robot in Soviet Georgia                                               |    149
    425 | Holy Tadpole            | A Action-Packed Display of a Feminist And a Pioneer who must Pursue a Dog in A Baloon Factory                                      |     88
    426 | Home Pity               | A Touching Panorama of a Man And a Secret Agent who must Challenge a Teacher in A MySQL Convention                                 |    185
    427 | Homeward Cider          | A Taut Reflection of a Astronaut And a Squirrel who must Fight a Squirrel in A Manhattan Penthouse                                 |    103
    429 | Honey Ties              | A Taut Story of a Waitress And a Crocodile who must Outrace a Lumberjack in A Shark Tank                                           |     84
    434 | Horror Reign            | A Touching Documentary of a A Shark And a Car who must Build a Husband in Nigeria                                                  |    139
    437 | House Dynamite          | A Taut Story of a Pioneer And a Squirrel who must Battle a Student in Soviet Georgia                                               |    109
    447 | Ice Crossing            | A Fast-Paced Tale of a Butler And a Moose who must Overcome a Pioneer in A Manhattan Penthouse                                     |    131
    452 | Illusion Amelie         | A Emotional Epistle of a Boat And a Mad Scientist who must Outrace a Robot in An Abandoned Mine Shaft                              |    122
    465 | Interview Liaisons      | A Action-Packed Reflection of a Student And a Butler who must Discover a Database Administrator in A Manhattan Penthouse           |     59
    470 | Ishtar Rocketeer        | A Astounding Saga of a Dog And a Squirrel who must Conquer a Dog in An Abandoned Fun House                                         |     79
    480 | Jeepers Wedding         | A Astounding Display of a Composer And a Dog who must Kill a Pastry Chef in Soviet Georgia                                         |     84
    482 | Jeopardy Encino         | A Boring Panorama of a Man And a Mad Cow who must Face a Explorer in Ancient India                                                 |    102
    486 | Jet Neighbors           | A Amazing Display of a Lumberjack And a Teacher who must Outrace a Woman in A U-Boat                                               |     59
    493 | Kane Exorcist           | A Epic Documentary of a Composer And a Robot who must Overcome a Car in Berlin                                                     |     92
    498 | Killer Innocent         | A Fanciful Character Study of a Student And a Explorer who must Succumb a Composer in An Abandoned Mine Shaft                      |    161
    501 | Kissing Dolls           | A Insightful Reflection of a Pioneer And a Teacher who must Build a Composer in The First Manned Space Station                     |    141
    503 | Kramer Chocolate        | A Amazing Yarn of a Robot And a Pastry Chef who must Redeem a Mad Scientist in The Outback                                         |    171
    523 | Lights Deer             | A Unbelieveable Epistle of a Dog And a Woman who must Confront a Moose in The Gulf of Mexico                                       |    174
    525 | Loathing Legally        | A Boring Epistle of a Pioneer And a Mad Scientist who must Escape a Frisbee in The Gulf of Mexico                                  |    140
    526 | Lock Rear               | A Thoughtful Character Study of a Squirrel And a Technical Writer who must Outrace a Student in Ancient Japan                      |    120
    531 | Lose Inch               | A Stunning Reflection of a Student And a Technical Writer who must Battle a Butler in The First Manned Space Station               |    137
    535 | Love Suicides           | A Brilliant Panorama of a Hunter And a Explorer who must Pursue a Dentist in An Abandoned Fun House                                |    181
    543 | Madigan Dorado          | A Astounding Character Study of a A Shark And a A Shark who must Discover a Crocodile in The Outback                               |    116
    544 | Madison Trap            | A Awe-Inspiring Reflection of a Monkey And a Dentist who must Overcome a Pioneer in A U-Boat                                       |    147
    548 | Magnificent Chitty      | A Insightful Story of a Teacher And a Hunter who must Face a Mad Cow in California                                                 |     53
    563 | Massacre Usual          | A Fateful Reflection of a Waitress And a Crocodile who must Challenge a Forensic Psychologist in California                        |    165
    566 | Maude Mod               | A Beautiful Documentary of a Forensic Psychologist And a Cat who must Reach a Astronaut in Nigeria                                 |     72
    599 | Mother Oleander         | A Boring Tale of a Husband And a Boy who must Fight a Squirrel in Ancient China                                                    |    103
    610 | Music Boondock          | A Thrilling Tale of a Butler And a Astronaut who must Battle a Explorer in The First Manned Space Station                          |    129
    619 | Neighbors Charade       | A Fanciful Reflection of a Crocodile And a Astronaut who must Outrace a Feminist in An Abandoned Amusement Park                    |    161
    640 | Opus Ice                | A Fast-Paced Drama of a Hunter And a Boy who must Discover a Feminist in The Sahara Desert                                         |    102
    643 | Orient Closer           | A Astounding Epistle of a Technical Writer And a Teacher who must Fight a Squirrel in The Sahara Desert                            |    118
    649 | Oz Liaisons             | A Epic Yarn of a Mad Scientist And a Cat who must Confront a Womanizer in A Baloon Factory                                         |     85
    652 | Pajama Jawbreaker       | A Emotional Drama of a Boy And a Technical Writer who must Redeem a Sumo Wrestler in California                                    |    126
    686 | Pluto Oleander          | A Action-Packed Reflection of a Car And a Moose who must Outgun a Car in A Shark Tank                                              |     84
    700 | Prix Undefeated         | A Stunning Saga of a Mad Scientist And a Boat who must Overcome a Dentist in Ancient China                                         |    115
    705 | Purple Movie            | A Boring Display of a Pastry Chef And a Sumo Wrestler who must Discover a Frisbee in An Abandoned Amusement Park                   |     88
    707 | Quest Mussolini         | A Fateful Drama of a Husband And a Sumo Wrestler who must Battle a Pastry Chef in A Baloon Factory                                 |    177
    708 | Quills Bull             | A Thoughtful Story of a Pioneer And a Woman who must Reach a Moose in Australia                                                    |    112
    710 | Rage Games              | A Fast-Paced Saga of a Astronaut And a Secret Agent who must Escape a Hunter in An Abandoned Amusement Park                        |    120
    711 | Raging Airplane         | A Astounding Display of a Secret Agent And a Technical Writer who must Escape a Mad Scientist in A Jet Boat                        |    154
    724 | Remember Diary          | A Insightful Tale of a Technical Writer And a Waitress who must Conquer a Monkey in Ancient India                                  |    110
    725 | Requiem Tycoon          | A Unbelieveable Character Study of a Cat And a Database Administrator who must Pursue a Teacher in A Monastery                     |    167
    728 | Reunion Witches         | A Unbelieveable Documentary of a Database Administrator And a Frisbee who must Redeem a Mad Scientist in A Baloon Factory          |     63
    734 | Road Roxanne            | A Boring Character Study of a Waitress And a Astronaut who must Fight a Crocodile in Ancient Japan                                 |    158
    736 | Robbery Bright          | A Taut Reflection of a Robot And a Squirrel who must Fight a Boat in Ancient Japan                                                 |    134
    742 | Roof Champion           | A Lacklusture Reflection of a Car And a Explorer who must Find a Monkey in A Baloon                                                |    101
    747 | Roxanne Rebel           | A Astounding Story of a Pastry Chef And a Database Administrator who must Fight a Man in The Outback                               |    171
    749 | Rules Human             | A Beautiful Epistle of a Astronaut And a Student who must Confront a Monkey in An Abandoned Fun House                              |    153
    750 | Run Pacific             | A Touching Tale of a Cat And a Pastry Chef who must Conquer a Pastry Chef in A MySQL Convention                                    |    145
    759 | Salute Apollo           | A Awe-Inspiring Character Study of a Boy And a Feminist who must Sink a Crocodile in Ancient China                                 |     73
    765 | Saturn Name             | A Fateful Epistle of a Butler And a Boy who must Redeem a Teacher in Berlin                                                        |    182
    788 | Ship Wonderland         | A Thrilling Saga of a Monkey And a Frisbee who must Escape a Explorer in The Outback                                               |    104
    779 | Sense Greek             | A Taut Saga of a Lumberjack And a Pastry Chef who must Escape a Sumo Wrestler in An Abandoned Fun House                            |     54
    781 | Seven Swarm             | A Unbelieveable Character Study of a Dog And a Mad Cow who must Kill a Monkey in Berlin                                            |    127
    786 | Shepherd Midsummer      | A Thoughtful Drama of a Robot And a Womanizer who must Kill a Lumberjack in A Baloon                                               |    113
    793 | Shrunk Divine           | A Fateful Character Study of a Waitress And a Technical Writer who must Battle a Hunter in A Baloon                                |    139
    795 | Siege Madre             | A Boring Tale of a Frisbee And a Crocodile who must Vanquish a Moose in An Abandoned Mine Shaft                                    |    111
    797 | Silence Kane            | A Emotional Drama of a Sumo Wrestler And a Dentist who must Confront a Sumo Wrestler in A Baloon                                   |     67
    803 | Slacker Liaisons        | A Fast-Paced Tale of a A Shark And a Student who must Meet a Crocodile in Ancient China                                            |    179
    808 | Sling Luke              | A Intrepid Character Study of a Robot And a Monkey who must Reach a Secret Agent in An Abandoned Amusement Park                    |     84
    813 | Smoochy Control         | A Thrilling Documentary of a Husband And a Feminist who must Face a Mad Scientist in Ancient China                                 |    184
    817 | Soldiers Evolution      | A Lacklusture Panorama of a A Shark And a Pioneer who must Confront a Student in The First Manned Space Station                    |    185
    822 | Soup Wisdom             | A Fast-Paced Display of a Robot And a Butler who must Defeat a Butler in A MySQL Convention                                        |    169
    823 | South Wait              | A Amazing Documentary of a Car And a Robot who must Escape a Lumberjack in An Abandoned Amusement Park                             |    143
    830 | Spirit Flintstones      | A Brilliant Yarn of a Cat And a Car who must Confront a Explorer in Ancient Japan                                                  |    149
    833 | Splendor Patton         | A Taut Story of a Dog And a Explorer who must Find a Astronaut in Berlin                                                           |    134
    838 | Stagecoach Armageddon   | A Touching Display of a Pioneer And a Butler who must Chase a Car in California                                                    |    112
    840 | Stampede Disturbing     | A Unbelieveable Tale of a Woman And a Lumberjack who must Fight a Frisbee in A U-Boat                                              |     75
    850 | Story Side              | A Lacklusture Saga of a Boy And a Cat who must Sink a Dentist in An Abandoned Mine Shaft                                           |    163
    851 | Straight Hours          | A Boring Panorama of a Secret Agent And a Girl who must Sink a Waitress in The Outback                                             |    151
    890 | Tights Dawn             | A Thrilling Epistle of a Boat And a Secret Agent who must Face a Boy in A Baloon                                                   |    172
    854 | Strangers Graffiti      | A Brilliant Character Study of a Secret Agent And a Man who must Find a Cat in The Gulf of Mexico                                  |    119
    856 | Streetcar Intentions    | A Insightful Character Study of a Waitress And a Crocodile who must Sink a Waitress in The Gulf of Mexico                          |     73
    858 | Submarine Bed           | A Amazing Display of a Car And a Monkey who must Fight a Teacher in Soviet Georgia                                                 |    127
    861 | Suit Walls              | A Touching Panorama of a Lumberjack And a Frisbee who must Build a Dog in Australia                                                |    111
    863 | Sun Confessions         | A Beautiful Display of a Mad Cow And a Dog who must Redeem a Waitress in An Abandoned Amusement Park                               |    141
    872 | Sweet Brotherhood       | A Unbelieveable Epistle of a Sumo Wrestler And a Hunter who must Chase a Forensic Psychologist in A Baloon                         |    185
    884 | Terminator Club         | A Touching Story of a Crocodile And a Girl who must Sink a Man in The Gulf of Mexico                                               |     88
    889 | Ties Hunger             | A Insightful Saga of a Astronaut And a Explorer who must Pursue a Mad Scientist in A U-Boat                                        |    111
    892 | Titanic Boondock        | A Brilliant Reflection of a Feminist And a Dog who must Fight a Boy in A Baloon Factory                                            |    104
    895 | Tomorrow Hustler        | A Thoughtful Story of a Moose And a Husband who must Face a Secret Agent in The Sahara Desert                                      |    142
    900 | Town Ark                | A Awe-Inspiring Documentary of a Moose And a Madman who must Meet a Dog in An Abandoned Mine Shaft                                 |    136
    904 | Train Bunch             | A Thrilling Character Study of a Robot And a Squirrel who must Face a Dog in Ancient India                                         |     71
    913 | Troopers Metal          | A Fanciful Drama of a Monkey And a Feminist who must Sink a Man in Berlin                                                          |    115
    917 | Tuxedo Mile             | A Boring Drama of a Man And a Forensic Psychologist who must Face a Frisbee in Ancient India                                       |    152
    923 | Unfaithful Kill         | A Taut Documentary of a Waitress And a Mad Scientist who must Battle a Technical Writer in New Orleans                             |     78
    925 | United Pilot            | A Fast-Paced Reflection of a Cat And a Mad Cow who must Fight a Car in The Sahara Desert                                           |    164
    930 | Vacation Boondock       | A Fanciful Character Study of a Secret Agent And a Mad Scientist who must Reach a Teacher in Australia                             |    145
    935 | Vanished Garden         | A Intrepid Character Study of a Squirrel And a A Shark who must Kill a Lumberjack in California                                    |    142
    938 | Velvet Terminator       | A Lacklusture Tale of a Pastry Chef And a Technical Writer who must Confront a Crocodile in An Abandoned Amusement Park            |    173
    939 | Vertigo Northwest       | A Unbelieveable Display of a Mad Scientist And a Mad Scientist who must Outgun a Mad Cow in Ancient Japan                          |     90
    945 | Virginian Pluto         | A Emotional Panorama of a Dentist And a Crocodile who must Meet a Boy in Berlin                                                    |    164
    961 | Wash Heavenly           | A Awe-Inspiring Reflection of a Cat And a Pioneer who must Escape a Hunter in Ancient China                                        |    161
    967 | Weekend Personal        | A Fast-Paced Documentary of a Car And a Butler who must Find a Frisbee in A Jet Boat                                               |    134
    974 | Wild Apollo             | A Beautiful Story of a Monkey And a Sumo Wrestler who must Conquer a A Shark in A MySQL Convention                                 |    181
    975 | Willow Tracy            | A Brilliant Panorama of a Boat And a Astronaut who must Challenge a Teacher in A Manhattan Penthouse                               |    137
    976 | Wind Phantom            | A Touching Saga of a Madman And a Forensic Psychologist who must Build a Sumo Wrestler in An Abandoned Mine Shaft                  |    111
    977 | Window Side             | A Astounding Character Study of a Womanizer And a Hunter who must Escape a Robot in A Monastery                                    |     85
    978 | Wisdom Worker           | A Unbelieveable Saga of a Forensic Psychologist And a Student who must Face a Squirrel in The First Manned Space Station           |     98
    982 | Women Dorado            | A Insightful Documentary of a Waitress And a Butler who must Vanquish a Composer in Australia                                      |    126
    988 | Worker Tarzan           | A Action-Packed Yarn of a Secret Agent And a Technical Writer who must Battle a Sumo Wrestler in The First Manned Space Station    |    139
    989 | Working Microcosmos     | A Stunning Epistle of a Dentist And a Dog who must Kill a Madman in Ancient China                                                  |     74
    995 | Yentl Idaho             | A Amazing Display of a Robot And a Astronaut who must Fight a Womanizer in Berlin                                                  |     86
    999 | Zoolander Fiction       | A Fateful Reflection of a Waitress And a Boat who must Discover a Sumo Wrestler in Ancient China                                   |    101
(195 rows)

          title          
-------------------------
 Cruelty Unforgiven
 Cupboard Sinners
 Clockwork Paradise
 Clyde Theory
 Chariots Conspiracy
 Ballroom Mockingbird
 Arabia Dogma
 Bonnie Holocaust
 Blindness Gun
 Desperate Trainspotting
(10 rows)

 filmId |        title         
--------+----------------------
      1 | Academy Dinosaur
     11 | Alamo Videotape
     12 | Alaska Phantom
    213 | Date Speed
     14 | Alice Fantasia
     17 | Alone Trip
     18 | Alter Victory
     19 | Amadeus Holy
     23 | Anaconda Confessions
     26 | Annie Identity
     27 | Anonymous Human
     34 | Arabia Dogma
     36 | Argonauts Town
     38 | Ark Ridgemont
     39 | Armageddon Lost
     40 | Army Flintstones
     41 | Arsenic Independence
     52 | Ballroom Mockingbird
     54 | Banger Pinocchio
     63 | Bedazzled Married
     64 | Beethoven Exorcist
     66 | Beneath Rush
     76 | Birdcage Casper
     79 | Blade Polish
     82 | Blood Argonauts
     85 | Bonnie Holocaust
     87 | Boondock Ballroom
     89 | Borrowers Bedazzled
     90 | Boulevard Mob
     91 | Bound Cheaper
     97 | Bride Intrigue
    101 | Brotherhood Blanket
    105 | Bull Shawshank
    108 | Butch Panther
    109 | Butterfly Chocolat
    110 | Cabin Flash
    111 | Caddyshack Jedi
    114 | Camelot Vacation
    118 | Canyon Stock
    119 | Caper Motions
    122 | Carrie Bunch
    128 | Catch Amistad
    130 | Celebrity Horn
    132 | Chainsaw Uptown
    140 | Cheaper Clyde
    142 | Chicken Hellfighters
    143 | Chill Luck
    147 | Chocolat Harry
    149 | Christmas Moonshine
    153 | Citizen Shrek
(50 rows)

